Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
128,spine,129,Le trou,Jacques Becker,France,1960,[洞 Le trou](https://movie.douban.com/subject/1424334/),1960,9.2,"导演: 雅克·贝克, 类型: 犯罪, 地区: 法国/意大利"
129,spine,130,The Shop on Main Street,Ján Kadár and Elmar Klos,Czechoslovakia,1965,[大街上的商店 Obchod na korze](https://movie.douban.com/subject/1292830/),1965,8.2,"导演: 杨·卡达尔, 类型: 剧情, 地区: 捷克斯洛伐克"
130,spine,131,Closely Watched Trains,Jiří Menzel,Czechoslovakia,1966,[严密监视的列车 Ostře sledované vlaky](https://movie.douban.com/subject/1303081/),1966,8.1,"导演: 伊日·门泽尔, 类型: 剧情, 地区: 捷克斯洛伐克"
131,spine,132,The Ruling Class,Peter Medak,United Kingdom,1972,[豪门怪杰 The Ruling Class](https://movie.douban.com/subject/1297380/),1972,8.1,"导演: 彼得·梅达克, 类型: 喜剧, 地区: 英国"
132,spine,133,The Vanishing,George Sluizer,France,1988,[神秘失踪 Spoorloos](https://movie.douban.com/subject/1296432/),1988,7.0,"导演: 乔治·斯鲁依泽, 类型: 犯罪, 地区: 荷兰/法国"
133,spine,134,Häxan,Benjamin Christensen,Denmark,1922,[女巫 Häxan](https://movie.douban.com/subject/1439560/),1922,8.2,"导演: 本杰明·克里斯滕森, 类型: 奇幻, 地区: 瑞典/丹麦"
134,spine,135,Rebecca,Alfred Hitchcock,United States,1940,[蝴蝶梦 Rebecca](https://movie.douban.com/subject/1293824/),1940,8.3,"导演: 阿尔弗雷德·希区柯克, 类型: 剧情, 地区: 美国"
135,spine,136,Spellbound,Alfred Hitchcock,United States,1945,[爱德华大夫 Spellbound](https://movie.douban.com/subject/1293973/),1945,8.3,"导演: 阿尔弗雷德·希区柯克, 类型: 爱情, 地区: 美国"
136,spine,137,Notorious,Alfred Hitchcock,United States,1946,[美人计 Notorious](https://movie.douban.com/subject/1300766/),1946,7.7,"导演: 阿尔弗雷德·希区柯克, 类型: 剧情, 地区: 美国"
137,spine,138,Rashomon,Akira Kurosawa,Japan,1950,[罗生门 羅生門](https://movie.douban.com/subject/1291879/),1950,8.8,"导演: 黑泽明, 类型: 剧情, 地区: 日本"
138,spine,139,Wild Strawberries,Ingmar Bergman,Sweden,1957,[野草莓 Smultronstället](https://movie.douban.com/subject/1293071/),1957,8.8,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
139,spine,140,8½,Federico Fellini,Italy,1963,[八部半 8½](https://movie.douban.com/subject/1361276/),1963,8.6,"导演: 费德里科·费里尼, 类型: 剧情, 地区: 意大利/法国"
140,spine,141,Children of Paradise,Marcel Carné,France,1945,[天堂的孩子 Les enfants du paradis](https://movie.douban.com/subject/1300375/),1945,8.5,"导演: 马塞尔·卡尔内, 类型: 剧情, 地区: 法国"
141,spine,142,The Last Wave,Peter Weir,Australia,1977,[最后大浪 The Last Wave](https://movie.douban.com/subject/1304855/),1977,6.8,"导演: 彼得·威尔, 类型: 剧情, 地区: 澳大利亚"
142,spine,143,That Obscure Object of Desire,Luis Buñuel,France,1977,[朦胧的欲望 Cet obscur objet du désir](https://movie.douban.com/subject/1303071/),1977,8.2,"导演: 路易斯·布努埃尔, 类型: 喜剧, 地区: 法国/西班牙"
143,spine,144,Loves of a Blonde,Miloš Forman,Czechoslovakia,1965,[金发女郎的爱情 Lásky jedné plavovlásky](https://movie.douban.com/subject/1303082/),1965,7.5,"导演: 米洛斯·福尔曼, 类型: 喜剧, 地区: 捷克斯洛伐克"
144,spine,145,The Firemen’s Ball,Miloš Forman,Czechoslovakia,1967,"[消防员舞会 Horí, má panenko](https://movie.douban.com/subject/1303080/)",1967,8.0,"导演: 米洛斯·福尔曼, 类型: 喜剧, 地区: 捷克斯洛伐克/意大利"
145,spine,146,The Cranes Are Flying,Mikhail Kalatozov,Soviet Union,1957,[雁南飞 Летят журавли](https://movie.douban.com/subject/1302077/),1957,8.8,"导演: 米哈伊尔·卡拉托佐夫, 类型: 剧情, 地区: 苏联"
146,spine,147,In the Mood for Love,Wong Kar Wai,Hong Kong,2000,[花样年华 花樣年華](https://movie.douban.com/subject/1291557/),2000,8.7,"导演: 王家卫, 类型: 剧情, 地区: 中国香港"
147,spine,148,Ballad of a Soldier,Grigori Chukhrai,Soviet Union,1959,[士兵之歌 Баллада о солдате](https://movie.douban.com/subject/1295614/),1959,9.1,"导演: 格利高利·丘赫莱依, 类型: 剧情, 地区: 苏联"
148,spine,149,Juliet of the Spirits,Federico Fellini,Italy,1965,[朱丽叶与魔鬼 Giulietta degli spiriti](https://movie.douban.com/subject/1299485/),1965,7.7,"导演: 费德里科·费里尼, 类型: 剧情, 地区: 意大利/法国"
149,spine,150,Bob le flambeur,Jean-Pierre Melville,France,1956,[赌徒鲍伯 Bob le flambeur](https://movie.douban.com/subject/1299521/),1956,7.3,"导演: 让-皮埃尔·梅尔维尔, 类型: 犯罪, 地区: 法国"
150,spine,151,Traffic,Steven Soderbergh,United States,2000,[毒品网络 Traffic](https://movie.douban.com/subject/1299235/),2000,7.6,"导演: 史蒂文·索德伯格, 类型: 犯罪, 地区: 美国/墨西哥/德国"
151,spine,152,George Washington,David Gordon Green,United States,2000,[乔治·华盛顿 George Washington](https://movie.douban.com/subject/1307065/),2000,7.2,"导演: 大卫·戈登·格林, 类型: 剧情, 地区: 美国"
152,spine,153,General Idi Amin Dada: A Self-Portrait,Barbet Schroeder,France,1974,[阿敏将军 Général Idi Amin Dada: Autoportrait](https://movie.douban.com/subject/1419851/),1974,7.7,"导演: 巴贝特·施罗德, 类型: 纪录片, 地区: 法国/瑞士"
153,spine,154,The Horse’s Mouth,Ronald Neame,United Kingdom,1958,[财星高照 The Horse's Mouth](https://movie.douban.com/subject/1295918/),1958,7.0,"导演: 罗纳德·尼姆, 类型: 喜剧, 地区: 英国"
154,spine,155,Tokyo Olympiad,Kon Ichikawa,Japan,1965,[东京奥林匹克 東京オリンピック](https://movie.douban.com/subject/1301138/),1965,8.6,"导演: 市川昆, 类型: 纪录片, 地区: 日本"
155,spine,156,Hearts and Minds,Peter Davis,United States,1974,[心灵与智慧 Hearts and Minds](https://movie.douban.com/subject/1301027/),1974,8.3,"导演: 彼得·戴维斯, 类型: 纪录片, 地区: 美国"
156,spine,157,The Royal Tenenbaums,Wes Anderson,United States,2001,[天才一族 The Royal Tenenbaums](https://movie.douban.com/subject/1306031/),2001,8.1,"导演: 韦斯·安德森, 类型: 剧情, 地区: 美国"
157,spine,158,The Importance of Being Earnest,Anthony Asquith,United Kingdom,1952,[贵在真诚 The Importance of Being Earnest](https://movie.douban.com/subject/1424642/),1952,7.9,"导演: 安东尼·阿斯奎斯, 类型: 喜剧, 地区: 英国"
158,spine,159,Red Beard,Akira Kurosawa,Japan,1965,[红胡子 赤ひげ](https://movie.douban.com/subject/1296679/),1965,8.8,"导演: 黑泽明, 类型: 剧情, 地区: 日本"
159,spine,160,À nous la liberté,René Clair,France,1931,[我们等待自由 À nous la liberté](https://movie.douban.com/subject/1408311/),1931,7.9,"导演: 雷内·克莱尔, 类型: 喜剧, 地区: 法国"
160,spine,161,Under the Roofs of Paris,René Clair,France,1930,[巴黎屋檐下 Sous les toits de Paris](https://movie.douban.com/subject/1306854/),1930,7.4,"导演: 雷内·克莱尔, 类型: 喜剧, 地区: 法国"
161,spine,162,Ratcatcher,Lynne Ramsay,United Kingdom,1999,[捕鼠者 Ratcatcher](https://movie.douban.com/subject/1322674/),1999,8.2,"导演: 琳恩·拉姆塞, 类型: 剧情, 地区: 英国/法国"
162,spine,163,Hopscotch,Ronald Neame,United States,1980,[跳房子 Hopscotch](https://movie.douban.com/subject/1418516/),1980,7.8,"导演: 罗纳德·尼姆, 类型: 冒险, 地区: 美国"
163,spine,164,Solaris,Andrei Tarkovsky,Soviet Union,1972,[飞向太空 Солярис](https://movie.douban.com/subject/1300977/),1972,8.7,"导演: 安德烈·塔可夫斯基, 类型: 剧情, 地区: 苏联"
164,spine,165,Man Bites Dog,"Rémy Belvaux, André Bonzel, and Benoit Poelvoorde",Belgium,1992,[人咬狗 C'est arrivé près de chez vous](https://movie.douban.com/subject/1308476/),1992,8.0,"导演: Rémy Belvaux, 类型: 喜剧, 地区: 比利时"
165,spine,166,Down by Law,Jim Jarmusch,United States,1986,[不法之徒 Down by Law](https://movie.douban.com/subject/1301798/),1986,8.1,"导演: 吉姆·贾木许, 类型: 剧情, 地区: 美国/西德"
166,spine-boxsets,167,The Complete Monterey Pop Festival, , , , , , , 
167,spine,168,Monterey Pop,D. A. Pennebaker,United States,1968,[蒙特雷流行音乐节 Monterey Pop](https://movie.douban.com/subject/1420268/),1968,9.0,"导演: 彭尼贝克, 类型: 纪录片, 地区: 美国"
168,spine,169,Jimi Plays Monterey & Shake! Otis at Monterey,Chris Hegedus…,United States,1986,[吉米玩转蒙特雷音乐节 Jimi Plays Monterey](https://movie.douban.com/subject/1470499/),1986,8.8,"导演: Chris Hegedus, 类型: 纪录片, 地区: 美国"
169,spine,170,Trouble in Paradise,Ernst Lubitsch,United States,1932,[天堂里的烦恼 Trouble in Paradise](https://movie.douban.com/subject/1294746/),1932,8.2,"导演: 恩斯特·刘别谦, 类型: 喜剧, 地区: 美国"
170,spine,171,Contempt,Jean-Luc Godard,France,1963,[蔑视 Le mépris](https://movie.douban.com/subject/1303555/),1963,7.7,"导演: 让-吕克·戈达尔, 类型: 剧情, 地区: 法国/意大利"
171,spine,172,Pépé le moko,Julien Duvivier,France,1937,[逃犯贝贝 Pépé le Moko](https://movie.douban.com/subject/1304571/),1937,7.2,"导演: 朱利安·杜维威尔, 类型: 犯罪, 地区: 法国"
172,spine,173,The Life and Death of Colonel Blimp,Michael Powell and Emeric Pressburger,United Kingdom,1943,[百战将军 The Life and Death of Colonel Blimp](https://movie.douban.com/subject/1299816/),1943,7.8,"导演: 迈克尔·鲍威尔, 类型: 剧情, 地区: 英国"
173,spine,174,Band of Outsiders,Jean-Luc Godard,France,1964,[法外之徒 Bande à part](https://movie.douban.com/subject/1401588/),1964,8.6,"导演: 让-吕克·戈达尔, 类型: 犯罪, 地区: 法国"
174,spine,175,Fear and Loathing in Las Vegas,Terry Gilliam,United States,1998,[恐惧拉斯维加斯 Fear and Loathing in Las Vegas](https://movie.douban.com/subject/1295576/),1998,7.3,"导演: 特瑞·吉列姆, 类型: 剧情, 地区: 美国"
175,spine-boxsets,176,The Killers, , , , , , , 
176,spine,177,The Lost Honor of Katharina Blum,Volker Schlöndorff and Margarethe von Trotta,Germany,1975,[肉体的代价 Die verlorene Ehre der Katharina Blum](https://movie.douban.com/subject/1292865/),1975,7.6,"导演: 沃尔克·施隆多夫, 类型: 剧情, 地区: 西德"
177,spine,178,My Life as a Dog,Lasse Hallström,Sweden,1985,[狗脸的岁月 Mitt liv som hund](https://movie.douban.com/subject/1291976/),1985,8.5,"导演: 拉斯·霍尔斯道姆, 类型: 剧情, 地区: 瑞典"
178,spine-boxsets,179,I Am Curious, , , , , , , 
179,spine,180,I Am Curious—Yellow,Vilgot Sjöman,Sweden,1967,[我好奇之黄 Jag är nyfiken - en film i gult](https://movie.douban.com/subject/1401623/),1967,6.7,"导演: 维尔戈特·斯耶曼, 类型: 剧情, 地区: 瑞典"
180,spine,181,I Am Curious—Blue,Vilgot Sjöman,Sweden,1967,[我好奇之蓝 Jag är nyfiken - en film i blått](https://movie.douban.com/subject/1401624/),1968,6.6,"导演: 维尔戈特·斯耶曼, 类型: 剧情, 地区: 瑞典"
181,spine,182,Straw Dogs,Sam Peckinpah,United States,1971,[稻草狗 Straw Dogs](https://movie.douban.com/subject/1293028/),1971,7.5,"导演: 萨姆·佩金帕, 类型: 剧情, 地区: 英国/美国"
182,spine,183,Les dames du Bois de Boulogne,Robert Bresson,France,1945,[布劳涅森林的女人们 Les dames du Bois de Boulogne](https://movie.douban.com/subject/1307580/),1945,7.5,"导演: 罗伯特·布列松, 类型: 剧情, 地区: 法国"
183,spine-films,184,"By Brakhage: An Anthology, Volume One",Stan Brakhage,United States, , , , , 
184,spine-boxsets,185,The Adventures of Antoine Doinel, , , , , , , 
185,spine,186,Stolen Kisses,François Truffaut,France,1968,[偷吻 Baisers volés](https://movie.douban.com/subject/1298197/),1968,7.9,"导演: 弗朗索瓦·特吕弗, 类型: 剧情, 地区: 法国"
186,spine,187,Bed and Board,François Truffaut,France,1970,[婚姻生活 Domicile conjugal](https://movie.douban.com/subject/1298892/),1970,8.1,"导演: 弗朗索瓦·特吕弗, 类型: 喜剧, 地区: 法国/意大利"
187,spine,188,Love on the Run,François Truffaut,France,1979,[爱情狂奔 L'amour en fuite](https://movie.douban.com/subject/1300067/),1979,8.0,"导演: 弗朗索瓦·特吕弗, 类型: 剧情, 地区: 法国"
188,spine,189,The White Sheik,Federico Fellini,Italy,1952,[白酋长 Lo sceicco bianco](https://movie.douban.com/subject/1433560/),1952,7.3,"导演: 费德里科·费里尼, 类型: 剧情, 地区: 意大利"
189,spine,190,Throne of Blood,Akira Kurosawa,Japan,1957,[蜘蛛巢城 蜘蛛巣城](https://movie.douban.com/subject/1294827/),1957,8.5,"导演: 黑泽明, 类型: 剧情, 地区: 日本"
190,spine,191,Jubilee,Derek Jarman,United Kingdom,1978,[庆典 Jubilee](https://movie.douban.com/subject/1401886/),1978,7.3,"导演: 德里克·贾曼, 类型: 剧情, 地区: 英国"
191,spine,192,Coup de grâce,Volker Schlöndorff,Germany,1976,[死刑 Der Fangschuß](https://movie.douban.com/subject/1292763/),1976,7.6,"导演: 沃尔克·施隆多夫, 类型: 剧情, 地区: 法国/西德"
192,spine,193,Quai des Orfèvres,Henri-Georges Clouzot,France,1947,[犯罪河岸 Quai des Orfèvres](https://movie.douban.com/subject/1308466/),1947,7.2,"导演: 亨利-乔治·克鲁佐, 类型: 犯罪, 地区: 法国"
193,spine,194,Il posto,Ermanno Olmi,Italy,1961,[工作 Il Posto](https://movie.douban.com/subject/1302119/),1961,8.3,"导演: 埃曼诺·奥尔米, 类型: 喜剧, 地区: 意大利"
194,spine,195,I fidanzati,Ermanno Olmi,Italy,1962,[米兰心事 I fidanzati](https://movie.douban.com/subject/1304591/),1963,7.9,"导演: 埃曼诺·奥尔米, 类型: 剧情, 地区: 意大利"
195,spine,196,Hiroshima mon amour,Alain Resnais,France,1959,[广岛之恋 Hiroshima mon amour](https://movie.douban.com/subject/1302050/),1959,7.9,"导演: 阿伦·雷乃, 类型: 剧情, 地区: 法国/日本"
196,spine,197,Night and Fog,Alain Resnais,France,1955,[夜与雾 Nuit et brouillard](https://movie.douban.com/subject/1298270/),1956,9.3,"导演: 阿伦·雷乃, 类型: 纪录片, 地区: 法国"
197,spine,198,Ali: Fear Eats the Soul,Rainer Werner Fassbinder,Germany,1974,[恐惧吞噬灵魂 Angst essen Seele auf](https://movie.douban.com/subject/1294092/),1974,8.5,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
198,spine,199,Schizopolis,Steven Soderbergh,United States,1996,[变态城 Schizopolis](https://movie.douban.com/subject/1440615/),1996,7.2,"导演: 史蒂文·索德伯格, 类型: 剧情, 地区: 美国"
199,spine,200,The Honeymoon Killers,Leonard Kastle,United States,1969,[蜜月杀手 The Honeymoon Killers](https://movie.douban.com/subject/1298247/),1970,7.3,"导演: 伦纳德·卡斯特, 类型: 犯罪, 地区: 美国"
200,spine,201,Umberto D.,Vittorio De Sica,Italy,1952,[风烛泪 Umberto D.](https://movie.douban.com/subject/1296097/),1952,8.6,"导演: 维托里奥·德西卡, 类型: 剧情, 地区: 意大利"
201,spine,202,Indiscretion of an American Wife,Vittorio De Sica,United States,1953,[终站 Stazione Termini](https://movie.douban.com/subject/1298764/),1953,7.3,"导演: 维托里奥·德西卡, 类型: 剧情, 地区: 意大利/美国"
202,spine-boxsets,203,The BRD Trilogy, , , , , , , 
203,spine,204,The Marriage of Maria Braun,Rainer Werner Fassbinder,West Germany,1979,[玛丽娅·布劳恩的婚姻 Die Ehe der Maria Braun](https://movie.douban.com/subject/1298655/),1979,8.3,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
204,spine,205,Veronika Voss,Rainer Werner Fassbinder,West Germany,1982,[维洛妮卡·佛丝 Die Sehnsucht der Veronika Voss](https://movie.douban.com/subject/1302108/),1982,7.7,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
205,spine,206,Lola,Rainer Werner Fassbinder,West Germany,1981,[罗拉 Lola](https://movie.douban.com/subject/1294129/),1981,7.7,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
206,spine,207,The Pornographers,Shohei Imamura,Japan,1966,[人类学入门 「エロ事師たち」より　人類学入門](https://movie.douban.com/subject/1299038/),1966,8.0,"导演: 今村昌平, 类型: 剧情, 地区: 日本"
207,spine-boxsets,208,A Film Trilogy by Ingmar Bergman, , , , , , , 
208,spine,209,Through a Glass Darkly,Ingmar Bergman,Sweden,1961,[犹在镜中 Såsom i en spegel](https://movie.douban.com/subject/1302488/),1961,8.4,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
209,spine,210,Winter Light,Ingmar Bergman,Sweden,1963,[冬日之光 Nattvardsgästerna](https://movie.douban.com/subject/1296792/),1963,8.3,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
210,spine,211,The Silence,Ingmar Bergman,Sweden,1963,[沉默 Tystnaden](https://movie.douban.com/subject/1300958/),1963,8.3,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
211,spine,212,Ingmar Bergman Makes a Movie ,Vilgot Sjöman,Sweden,1962,[英格玛·伯格曼拍电影 Ingmar Bergman gör en film](https://movie.douban.com/subject/2037991/),1963,8.3,"导演: 维尔戈特·斯耶曼, 类型: 纪录片, 地区: 瑞典"
212,spine,213,Richard III,Laurence Olivier,United Kingdom,1955,[理查三世 Richard III](https://movie.douban.com/subject/1298208/),1955,7.6,"导演: 劳伦斯·奥利弗, 类型: 剧情, 地区: 英国"
213,spine,214,The Devil and Daniel Webster,William Dieterle,United States,1941,[黑夜煞星 All That Money Can Buy](https://movie.douban.com/subject/1293860/),1941,6.9,"导演: 威廉·迪亚特尔, 类型: 喜剧, 地区: 美国"
214,spine,215,Knife in the Water,Roman Polanski,Poland,1962,[水中刀 Nóz w wodzie](https://movie.douban.com/subject/1303086/),1962,8.1,"导演: 罗曼·波兰斯基, 类型: 剧情, 地区: 波兰"
215,spine,216,The Rules of the Game,Jean Renoir,France,1939,[游戏规则 La Règle du jeu](https://movie.douban.com/subject/1401261/),1939,8.4,"导演: 让·雷诺阿, 类型: 喜剧, 地区: 法国"
216,spine,217,Tokyo Story,Yasujiro Ozu,Japan,1953,[东京物语 東京物語](https://movie.douban.com/subject/1291568/),1953,9.1,"导演: 小津安二郎, 类型: 剧情, 地区: 日本"
217,spine,218,Le cercle rouge,Jean-Pierre Melville,France,1970,[红圈 Le cercle rouge](https://movie.douban.com/subject/1401915/),1970,8.3,"导演: 让-皮埃尔·梅尔维尔, 类型: 犯罪, 地区: 法国/意大利"
