Index,Type 类别,Title 电影,Director 导演,Writer 编剧,Actor 主演,Rank 排名,Score 打分,Votes 人数,Comment 短评,Review 影评,Alias 别名,Year 年份,Region 地区,Genre 类型,Length 片长,IMDb
57,电影,[教父2 The Godfather: Part II](https://movie.douban.com/subject/1299131/),弗朗西斯·福特·科波拉,弗朗西斯·福特·科波拉 / 马里奥·普佐,阿尔·帕西诺 / 罗伯特·杜瓦尔 / ...,🎉058,🌟9.3,560731,70521,571,The Godfather: Part II / 教父续集(港) / 教父II,1974,美国,剧情 / 犯罪,202分钟,[tt0071562](https://imdb.com/title/tt0071562)
58,电影,[狮子王 The Lion King](https://movie.douban.com/subject/1301753/),罗杰·阿勒斯 / 罗伯·明可夫,艾琳·梅琪 / 乔纳森·罗伯特 / 琳达·伍尔芙顿,乔纳森·泰勒·托马斯 / 马修·布罗德里克 / ...,🎉059,🌟9.1,854267,109842,624,The Lion King / 狮子王3D,1994,美国,动画 / 歌舞 / 冒险,89 分钟,[tt0110357](https://imdb.com/title/tt0110357)
59,电影,[辩护人 변호인](https://movie.douban.com/subject/21937445/),杨宇硕,杨宇硕 / 尹贤浩,宋康昊 / 金英爱 / ...,🎉060,🌟9.2,594657,130909,1957,변호인 / 逆权大状(港) / 正义辩护人(台) / The Attorney,2013,韩国,剧情,127分钟,[tt3404140](https://imdb.com/title/tt3404140)
60,电影,[饮食男女 飲食男女](https://movie.douban.com/subject/1291818/),李安,李安 / 王蕙玲 / 詹姆斯·夏慕斯,郎雄 / 杨贵媚 / ...,🎉061,🌟9.2,629475,158047,2458,飲食男女 / Eat Drink Man Woman,1994,中国台湾 / 美国,剧情 / 家庭,124分钟,[tt0111797](https://imdb.com/title/tt0111797)
61,电影,[搏击俱乐部 Fight Club](https://movie.douban.com/subject/1292000/),大卫·芬奇,恰克·帕拉尼克 / 吉姆·乌尔斯,爱德华·诺顿 / 布拉德·皮特 / ...,🎉062,🌟9.0,856238,181165,2986,Fight Club / 搏击会(港) / 斗阵俱乐部(台) / 格斗俱乐部,1999,美国,剧情 / 动作 / 悬疑 / 惊悚,139 分钟,[tt0137523](https://imdb.com/title/tt0137523)
62,电影,[本杰明·巴顿奇事 The Curious Case of Benjamin Button](https://movie.douban.com/subject/1485260/),大卫·芬奇,埃里克·罗思 / 罗宾·史威考德 / F. 斯科特·菲茨杰拉德,凯特·布兰切特 / 布拉德·皮特 / ...,🎉063,🌟9.0,995313,193112,4563,The Curious Case of Benjamin Button / 奇幻逆缘(港) / 班杰明的奇幻旅程(台) / 返老还童,2008,美国,剧情 / 爱情 / 奇幻,166分钟,[tt0421715](https://imdb.com/title/tt0421715)
63,电影,[美丽心灵 A Beautiful Mind](https://movie.douban.com/subject/1306029/),朗·霍华德,阿齐瓦·高斯曼 / 西尔维娅·纳萨尔,罗素·克劳 / 艾德·哈里斯 / ...,🎉064,🌟9.1,777715,146131,2576,A Beautiful Mind / 有你终生美丽(港) / 美丽境界(台) / 完美大脑,2001,美国,剧情 / 传记,135分钟,[tt0268978](https://imdb.com/title/tt0268978)
64,电影,[穿条纹睡衣的男孩 The Boy in the Striped Pajamas](https://movie.douban.com/subject/3008247/),马克·赫尔曼,约翰·伯恩 / 马克·赫尔曼,阿萨·巴特菲尔德 / 维拉·法米加 / ...,🎉065,🌟9.2,573720,128493,1975,The Boy in the Striped Pajamas / 穿条纹衣服的男孩 / 穿条纹衣的男孩,2008,英国 / 美国,剧情 / 战争,94分钟,[tt0914798](https://imdb.com/title/tt0914798)
65,电影,[窃听风暴 Das Leben der Anderen](https://movie.douban.com/subject/1900841/),弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃 / 马蒂娜·格德克 / ...,🎉066,🌟9.2,571082,133859,2404,Das Leben der Anderen / 窃听者(港) / 他人的生活 / 别人的生活 / 别样人生 / The Lives of Others,2006,德国,剧情 / 悬疑,137分钟,[tt0405094](https://imdb.com/title/tt0405094)
66,电影,[情书 Love Letter](https://movie.douban.com/subject/1292220/),岩井俊二,岩井俊二,中山美穗 / 丰川悦司 / ...,🎉067,🌟8.9,1129257,297225,7318,Love Letter / When I Close My Eyes / Letters of Love,1995,日本,剧情 / 爱情,117分钟,[tt0113703](https://imdb.com/title/tt0113703)
67,电影,"[两杆大烟枪 Lock, Stock and Two Smoking Barrels](https://movie.douban.com/subject/1293350/)",盖·里奇,盖·里奇,杰森·弗莱明 / 德克斯特·弗莱彻 / ...,🎉068,🌟9.1,601314,126605,865,"Lock, Stock and Two Smoking Barrels / 够姜四小强(港) / 两根枪管(台) / 两只老烟枪 / 魔高一丈 / 两杆老烟枪",1998,英国,剧情 / 喜剧 / 犯罪,107分钟 / 115分钟(导演剪辑版),[tt0120735](https://imdb.com/title/tt0120735)
68,电影,[西西里的美丽传说 Malèna](https://movie.douban.com/subject/1292402/),朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 卢恰诺·温琴佐尼,莫妮卡·贝鲁奇 / 朱塞佩·苏尔法罗 / ...,🎉069,🌟8.9,986421,188371,4202,Malèna / 真爱伴我行(台) / 玛莲娜 / 玛琳娜,2000,意大利 / 美国,剧情 / 情色 / 战争,109分钟,[tt0213847](https://imdb.com/title/tt0213847)
69,电影,[看不见的客人 Contratiempo](https://movie.douban.com/subject/26580232/),奥里奥尔·保罗,奥里奥尔·保罗,马里奥·卡萨斯 / 阿娜·瓦格纳 / ...,🎉070,🌟8.8,1286640,303373,2998,Contratiempo / 死无对证(港) / 布局(台) / The Invisible Guest,2016,西班牙,剧情 / 悬疑 / 惊悚 / 犯罪,106分钟,[tt4857264](https://imdb.com/title/tt4857264)
70,电影,[音乐之声 The Sound of Music](https://movie.douban.com/subject/1294408/),罗伯特·怀斯,乔治·胡达勒克 / 霍华德·林赛 / 拉塞尔·克劳斯 / 恩斯特·莱赫曼 / 玛丽亚·冯·特拉普,朱莉·安德鲁斯 / 克里斯托弗·普卢默 / ...,🎉071,🌟9.1,610217,86699,683,The Sound of Music / 仙乐飘飘处处闻(港) / 真善美(台) / 一个叛逆修女的故事,1965,美国,剧情 / 爱情 / 歌舞 / 传记,174分钟,[tt0059742](https://imdb.com/title/tt0059742)
71,电影,[阿凡达 Avatar](https://movie.douban.com/subject/1652587/),詹姆斯·卡梅隆,詹姆斯·卡梅隆,萨姆·沃辛顿 / 佐伊·索尔达娜 / ...,🎉072,🌟8.8,1436882,274544,5401,Avatar,2009,美国,动作 / 科幻 / 冒险,162分钟 / 178分钟(加长版),[tt0499549](https://imdb.com/title/tt0499549)
72,电影,[拯救大兵瑞恩 Saving Private Ryan](https://movie.douban.com/subject/1292849/),史蒂文·斯皮尔伯格,罗伯特·罗达特,汤姆·汉克斯 / 汤姆·塞兹摩尔 / ...,🎉073,🌟9.1,654774,89531,1147,Saving Private Ryan / 雷霆救兵(港) / 抢救雷恩大兵(台) / 拯救大兵雷恩,1998,美国,剧情 / 战争,169分钟,[tt0120815](https://imdb.com/title/tt0120815)
73,电影,[哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2](https://movie.douban.com/subject/3011235/),大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / ...,🎉074,🌟9.0,844052,145225,2318,Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港/台) / 哈利·波特与死圣(下) / 哈7(下) / 哈利·波特大结局,2011,美国 / 英国,奇幻 / 冒险,130分钟,[tt1201607](https://imdb.com/title/tt1201607)
74,电影,[飞越疯人院 One Flew Over the Cuckoo's Nest](https://movie.douban.com/subject/1292224/),米洛斯·福尔曼,劳伦斯·奥邦 / 博·古德曼 / 肯·凯西 / 达尔·瓦瑟曼,杰克·尼科尔森 / 丹尼·德维托 / ...,🎉075,🌟9.1,552725,113797,2596,One Flew Over the Cuckoo's Nest / 飞越杜鹃窝(台) / 飞越喜鹊巢,1975,美国,剧情,133分钟,[tt0073486](https://imdb.com/title/tt0073486)
75,电影,[小鞋子 بچه های آسمان](https://movie.douban.com/subject/1303021/),马基德·马基迪,马基德·马基迪,默罕默德·阿米尔·纳吉 / 法拉赫阿米尔·哈什米安 / ...,🎉076,🌟9.2,416185,92746,1948,بچه های آسمان / 天堂的孩子 / 小童鞋 / Children of Heaven / Bacheha-Ye aseman / بچههای آسمان,1997,伊朗,剧情 / 家庭 / 儿童,89分钟,[tt0118849](https://imdb.com/title/tt0118849)
76,电影,[沉默的羔羊 The Silence of the Lambs](https://movie.douban.com/subject/1293544/),乔纳森·戴米,托马斯·哈里斯 / 泰德·塔里,朱迪·福斯特 / 安东尼·霍普金斯 / ...,🎉077,🌟8.9,901384,143002,1246,The Silence of the Lambs,1991,美国,剧情 / 惊悚 / 犯罪,118分钟,[tt0102926](https://imdb.com/title/tt0102926)
77,电影,[布达佩斯大饭店 The Grand Budapest Hotel](https://movie.douban.com/subject/11525673/),韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / ...,🎉078,🌟8.9,950851,228374,1604,The Grand Budapest Hotel / 布达佩斯大酒店(港) / 欢迎来到布达佩斯大饭店(台),2014,美国 / 德国 / 英国,剧情 / 喜剧 / 冒险,99分钟,[tt2278388](https://imdb.com/title/tt2278388)
78,电影,[禁闭岛 Shutter Island](https://movie.douban.com/subject/2334904/),马丁·斯科塞斯,莱塔·卡罗格里迪斯 / 丹尼斯·勒翰,莱昂纳多·迪卡普里奥 / 马克·鲁弗洛 / ...,🎉079,🌟8.9,990951,181529,2162,Shutter Island / 不赦岛(港) / 隔离岛(台) / 孤岛疑云 / 荒岛追凶 / 孤岛恐慌 / 关门岛 / 孤岛 / 艾什克里夫,2010,美国,剧情 / 悬疑 / 惊悚,138 分钟,[tt1130884](https://imdb.com/title/tt1130884)
79,电影,[功夫](https://movie.douban.com/subject/1291543/),周星驰,曾瑾昌 / 陈文强 / 周星驰 / 霍昕,周星驰 / 元秋 / ...,🎉080,🌟8.8,1151800,144589,1061,功夫 / 功夫3D / Kung Fu Hustle,2004,中国大陆 / 中国香港,喜剧 / 动作 / 犯罪 / 奇幻,100分钟(3D重映) / 95分钟(中国大陆) / 99分钟(美国),[tt0373074](https://imdb.com/title/tt0373074)
80,电影,[蝴蝶效应 The Butterfly Effect](https://movie.douban.com/subject/1292343/),埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / ...,🎉081,🌟8.9,950285,174796,3090,The Butterfly Effect,2004,美国 / 加拿大,剧情 / 科幻 / 悬疑 / 惊悚,113分钟 / 120分钟(导演剪辑版),[tt0289879](https://imdb.com/title/tt0289879)
81,电影,[致命魔术 The Prestige](https://movie.douban.com/subject/1780330/),克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / ...,🎉082,🌟8.9,871881,169882,1941,The Prestige / 死亡魔法(港) / 顶尖对决(台) / 魔高一丈 / 魔道争锋,2006,英国 / 美国,剧情 / 悬疑 / 惊悚,130分钟,[tt0482571](https://imdb.com/title/tt0482571)
82,电影,[哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban](https://movie.douban.com/subject/1291544/),阿方索·卡隆,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / ...,🎉083,🌟8.9,743935,83930,332,Harry Potter and the Prisoner of Azkaban / 哈利波特3：阿兹卡班的逃犯(港/台) / 哈利·波特与阿兹卡班的逃犯 / 哈3,2004,英国 / 美国,奇幻 / 冒险,141 分钟,[tt0304141](https://imdb.com/title/tt0304141)
83,电影,[心灵捕手 Good Will Hunting](https://movie.douban.com/subject/1292656/),格斯·范·桑特,本·阿弗莱克 / 马特·达蒙,马特·达蒙 / 罗宾·威廉姆斯 / ...,🎉084,🌟8.9,723559,139949,3236,Good Will Hunting / 骄阳似我(港),1997,美国,剧情,126 分钟,[tt0119217](https://imdb.com/title/tt0119217)
84,电影,[超脱 Detachment](https://movie.douban.com/subject/5322596/),托尼·凯耶,卡尔·隆德,阿德里安·布罗迪 / 马西娅·盖伊·哈登 / ...,🎉085,🌟9.0,612808,168822,3497,Detachment / 人间师格(台),2011,美国,剧情,98分钟,[tt1683526](https://imdb.com/title/tt1683526)
85,电影,[海豚湾 The Cove](https://movie.douban.com/subject/3442220/),路易·西霍尤斯,马克·蒙雷,路易·西霍尤斯 / 瑞克·欧贝瑞 / ...,🎉086,🌟9.3,359934,84715,2029,The Cove / 血色海湾(台) / 海湾 / 海湾屠场 / 海湾峡谷 / The Rising,2009,美国,纪录片,92分钟,[tt1313104](https://imdb.com/title/tt1313104)
86,电影,[低俗小说 Pulp Fiction](https://movie.douban.com/subject/1291832/),昆汀·塔伦蒂诺,昆汀·塔伦蒂诺 / 罗杰·阿夫瑞,约翰·特拉沃尔塔 / 乌玛·瑟曼 / ...,🎉087,🌟8.9,844093,168197,1766,Pulp Fiction / 危险人物(港) / 黑色追缉令(台) / 黑色追击令 / 低级趣味小说,1994,美国,剧情 / 喜剧 / 犯罪,154分钟,[tt0110912](https://imdb.com/title/tt0110912)
87,电影,[春光乍泄 春光乍洩](https://movie.douban.com/subject/1292679/),王家卫,王家卫,张国荣 / 梁朝伟 / ...,🎉088,🌟9.0,639804,143345,2877,春光乍洩 / 一起快乐 / Happy Together / Buenos Aires Affair,1997,中国香港 / 日本 / 韩国,剧情 / 爱情 / 同性,96分钟,[tt0118845](https://imdb.com/title/tt0118845)
88,电影,[摩登时代 Modern Times](https://movie.douban.com/subject/1294371/),查理·卓别林,查理·卓别林,查理·卓别林 / 宝莲·高黛 / ...,🎉089,🌟9.3,305582,51733,580,Modern Times / The Masses / Les Temps modernes,1936,美国,剧情 / 喜剧 / 爱情,87分钟,[tt0027977](https://imdb.com/title/tt0027977)
89,电影,[美国往事 Once Upon a Time in America](https://movie.douban.com/subject/1292262/),赛尔乔·莱昂内,皮耶罗·德·贝纳迪 / 莱奥纳多·本韦努蒂 / 弗兰科·奥卡利 / 恩里科·梅迪欧力 / 弗兰科·费里尼 / 赛尔乔·莱昂内,罗伯特·德尼罗 / 詹姆斯·伍兹 / ...,🎉090,🌟9.2,417069,92901,1664,Once Upon a Time in America / 四海兄弟(台) / 义薄云天(港) / C'era una volta in America,1984,美国 / 意大利,剧情 / 犯罪,229分钟(导演剪辑版) / 251分钟(导演剪辑加长版),[tt0087843](https://imdb.com/title/tt0087843)
90,电影,[喜剧之王 喜劇之王](https://movie.douban.com/subject/1302425/),周星驰 / 李力持,曾瑾昌 / 周星驰 / 李敏 / 郑文辉 / 冯勉恒 / 梁嘉杰,周星驰 / 张柏芝 / ...,🎉091,🌟8.8,982081,150175,1737,喜劇之王 / King of Comedy,1999,中国香港,剧情 / 喜剧 / 爱情,89分钟,[tt0188766](https://imdb.com/title/tt0188766)
91,电影,[致命ID Identity](https://movie.douban.com/subject/1297192/),詹姆斯·曼高德,迈克尔·库尼,约翰·库萨克 / 雷·利奥塔 / ...,🎉092,🌟8.9,836705,162998,1212,Identity / 杀人游戏 / 致命身份,2003,美国,剧情 / 悬疑 / 惊悚,90分钟,[tt0309698](https://imdb.com/title/tt0309698)
92,电影,[杀人回忆 살인의 추억](https://movie.douban.com/subject/1300299/),奉俊昊,奉俊昊 / 沈成宝 / 金光林,宋康昊 / 金相庆 / ...,🎉093,🌟8.9,725198,148212,1692,살인의 추억 / 谋杀回忆 / 杀手回忆录 / Salinui chueok / Memories of Murder,2003,韩国,剧情 / 动作 / 悬疑 / 惊悚 / 犯罪,132分钟,[tt0353969](https://imdb.com/title/tt0353969)
93,电影,[七宗罪 Se7en](https://movie.douban.com/subject/1292223/),大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼 / 布拉德·皮特 / ...,🎉094,🌟8.8,952462,152490,2127,Se7en / 火线追缉令(台) / 7宗罪 / Seven,1995,美国,剧情 / 悬疑 / 惊悚 / 犯罪,127分钟,[tt0114369](https://imdb.com/title/tt0114369)
94,电影,[红辣椒 パプリカ](https://movie.douban.com/subject/1865703/),今敏,水上清资 / 今敏 / 筒井康隆,林原惠美 / 江守彻 / ...,🎉095,🌟9.1,473225,122977,962,パプリカ / 盗梦侦探(港/台) / 帕布莉卡 / Paprika,2006,日本,科幻 / 动画 / 悬疑 / 惊悚,90 分钟,[tt0851578](https://imdb.com/title/tt0851578)
95,电影,[加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl](https://movie.douban.com/subject/1298070/),戈尔·维宾斯基,泰德·艾略特 / 特里·鲁西奥 / 斯图尔特·贝亚蒂耶 / 杰·沃尔伯特,约翰尼·德普 / 杰弗里·拉什 / ...,🎉096,🌟8.8,869704,97871,517,Pirates of the Caribbean: The Curse of the Black Pearl / 加勒比海盗1：黑珍珠号的诅咒 / 神鬼奇航：鬼盗船魔咒(台) / 魔盗王：决战鬼盗船 / 海盗船,2003,美国,动作 / 奇幻 / 冒险,143 分钟,[tt0325980](https://imdb.com/title/tt0325980)
96,电影,[哈利·波特与密室 Harry Potter and the Chamber of Secrets](https://movie.douban.com/subject/1296996/),克里斯·哥伦布,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / ...,🎉097,🌟8.9,771216,78554,299,Harry Potter and the Chamber of Secrets / 哈利波特2：消失的密室(港/台) / 哈2,2002,英国 / 美国,奇幻 / 冒险,161分钟 / 174分钟(加长版),[tt0295297](https://imdb.com/title/tt0295297)
97,电影,[一一](https://movie.douban.com/subject/1292434/),杨德昌,杨德昌,吴念真 / 李凯莉 / ...,🎉098,🌟9.1,401501,125922,3732,一一 / Yi yi / Yi yi: A One and a Two,2000,中国台湾 / 日本,剧情 / 爱情 / 家庭,173分钟,[tt0244316](https://imdb.com/title/tt0244316)
98,电影,[狩猎 Jagten](https://movie.douban.com/subject/6985810/),托马斯·温特伯格,托马斯·温特伯格 / 托比亚斯·林道赫姆,麦斯·米科尔森 / 托玛斯·博·拉森 / ...,🎉099,🌟9.1,397856,116371,2393,Jagten / 诬网(港) / 谎言的烙印(台) / 捕猎 / The Hunt,2012,丹麦 / 瑞典,剧情,115分钟 / 110分钟,[tt2106476](https://imdb.com/title/tt2106476)
99,电影,[唐伯虎点秋香 唐伯虎點秋香](https://movie.douban.com/subject/1306249/),李力持,李力持 / 谷德昭 / 陈文强,周星驰 / 巩俐 / ...,🎉100,🌟8.7,1093808,118616,578,唐伯虎點秋香 / Flirting Scholar,1993,中国香港,喜剧 / 爱情 / 古装,102 分钟,[tt0108289](https://imdb.com/title/tt0108289)
100,电影,[7号房的礼物 7번방의 선물](https://movie.douban.com/subject/10777687/),李焕庆,李焕庆 / 刘英雅,柳承龙 / 朴信惠 / ...,🎉101,🌟8.9,563882,124524,1349,7번방의 선물 / 戆爸的礼物(港) / 7号囚房的礼物 / 12月23日 / Gift From Room / Find Miracle in Cell No.7 / Miracle In Cell No.7,2013,韩国,剧情 / 喜剧 / 家庭,127分钟,[tt2659414](https://imdb.com/title/tt2659414)
101,电影,[被嫌弃的松子的一生 嫌われ松子の一生](https://movie.douban.com/subject/1787291/),中岛哲也,中岛哲也 / 山田宗树,中谷美纪 / 永山瑛太 / ...,🎉102,🌟8.9,710338,199945,7802,嫌われ松子の一生 / 花样奇缘(港) / 令人讨厌的松子的一生(台) / 松子被嫌弃的一生 / 松子的悲惨人生 / Kiraware Matsuko no isshô / Memories of Matsuko,2006,日本,剧情 / 歌舞,130 分钟,[tt0768120](https://imdb.com/title/tt0768120)
102,电影,[请以你的名字呼唤我 Call Me by Your Name](https://movie.douban.com/subject/26799731/),卢卡·瓜达尼诺,詹姆斯·伊沃里 / 安德烈·艾席蒙,艾米·汉莫 / 提莫西·查拉梅 / ...,🎉103,🌟8.8,731705,219388,4712,Call Me by Your Name / 以你的名字呼唤我(港/台) / 以你的名义呼唤我 / 唤吾汝名 / CMBYN / Chiamami col tuo nome,2017,意大利 / 法国 / 巴西 / 美国,剧情 / 爱情 / 同性,132分钟,[tt5726616](https://imdb.com/title/tt5726616)
103,电影,[蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises](https://movie.douban.com/subject/3395373/),克里斯托弗·诺兰,大卫·S·高耶 / 乔纳森·诺兰 / 克里斯托弗·诺兰,克里斯蒂安·贝尔 / 汤姆·哈迪 / ...,🎉104,🌟8.8,732164,148451,1985,The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起 / 黑暗骑士：黎明升起(台) / 蝙蝠侠：夜神起义(港) / 蝙蝠侠前传3：黑骑再起 / 蝙蝠侠7：黑暗骑士崛起 / 暗夜骑士崛起 / T.D.K.R. / TDKR / Batman 3: The Dark Knight Rises,2012,美国 / 英国,剧情 / 动作 / 科幻 / 惊悚 / 犯罪,165分钟,[tt1345836](https://imdb.com/title/tt1345836)
104,电影,[断背山 Brokeback Mountain](https://movie.douban.com/subject/1418834/),李安,拉里·麦克穆特瑞 / 黛安娜·奥撒纳 / 安妮·普鲁,希斯·莱杰 / 杰克·吉伦哈尔 / ...,🎉105,🌟8.8,713505,144187,2778,Brokeback Mountain / 断臂山 / BBM,2005,美国 / 加拿大,剧情 / 爱情 / 同性 / 家庭,134分钟,[tt0388795](https://imdb.com/title/tt0388795)
